epoch,loss
1,0.017887068912386894
2,0.006466810125857592
3,0.004082633648067713
4,0.002718820469453931
5,0.0020983496215194464
6,0.0015786237781867385
7,0.001177911995910108
8,0.0011080019176006317
9,0.0009742287802509964
10,0.0009203596273437142
11,0.0009050166117958724
12,0.0008224963094107807
13,0.0007550173322670162
14,0.0006817958783358335
15,0.0006475732079707086
16,0.000615833152551204
17,0.0005573579110205173
18,0.0005243492778390646
19,0.0004957385244779289
20,0.00048252035048790276
21,0.00046217511408030987
22,0.0004563335096463561
23,0.00045260094339028
24,0.0004432015120983124
25,0.00042531549115665257
26,0.0004185594734735787
27,0.0004033875302411616
28,0.0003973181592300534
29,0.0003862597222905606
30,0.0003833188093267381
31,0.0003760791732929647
32,0.0003640670911408961
33,0.0003628441190812737
34,0.00035490398295223713
35,0.00035152025520801544
36,0.0003516139986459166
37,0.0003498275182209909
38,0.00034495958243496716
39,0.00034494450665079057
40,0.0003397080581635237
41,0.0003380546986591071
42,0.0003414279781281948
43,0.0003360482514835894
44,0.0003320008108858019
45,0.00032481213565915823
46,0.00032827199902385473
47,0.00032845159876160324
48,0.0003274842747487128
49,0.0003224978281650692
50,0.0003252257010899484
51,0.00032307382207363844
52,0.00032283319160342216
53,0.000321714673191309
54,0.000322787556797266
55,0.0003182967484463006
56,0.00031962167122401297
57,0.00032110614120028913
58,0.0003183917433489114
59,0.00031714531360194087
60,0.00031926782685332
61,0.00031620991649106145
62,0.0003180059138685465
63,0.000314048258587718
64,0.0003161382337566465
65,0.0003163414658047259
66,0.00031439069425687194
67,0.0003139334439765662
68,0.00031294539803639054
69,0.00031388565548695624
70,0.0003110245452262461
71,0.0003101266629528254
72,0.00031343381851911545
73,0.00031228765146806836
74,0.00031189320725388825
75,0.0003135217702947557
76,0.00031055271392688155
77,0.0003131897246930748
78,0.000312181276967749
79,0.0003090451646130532
80,0.0003114730352535844
